MatchID,TeamID,OriginPlayerID,DestinationPlayerID,MatchPeriod,EventTime,EventType,EventSubType,EventOrigin_x,EventOrigin_y,EventDestination_x,EventDestination_y
1,Huskies,Huskies_D3,Huskies_D2,1H,478.063252,Pass,Simple pass,31,16,35,59
1,Huskies,Huskies_D2,Huskies_M3,1H,483.459683,Pass,Simple pass,35,59,37,42
1,Huskies,Huskies_M3,Huskies_D2,1H,486.904146,Pass,Simple pass,37,42,41,84
1,Huskies,Huskies_D2,Huskies_M1,1H,488.642046,Pass,Simple pass,41,84,49,97
1,Huskies,Huskies_M1,Huskies_D1,1H,492.913649,Pass,Simple pass,49,97,40,86
1,Huskies,Huskies_D1,Huskies_D2,1H,495.203497,Pass,Simple pass,40,86,43,46
1,Huskies,Huskies_D2,Huskies_D3,1H,499.177369,Pass,Simple pass,43,46,44,13
1,Huskies,Huskies_D3,,1H,502.131891,Pass,Simple pass,44,13,46,16
1,Opponent1,Opponent1_F3,Opponent1_F2,1H,504.396917,Pass,Simple pass,54,84,55,48
1,Opponent1,Opponent1_F2,Opponent1_M2,1H,506.680864,Pass,Simple pass,55,48,55,32
1,Opponent1,Opponent1_M2,Opponent1_D1,1H,510.874655,Pass,Simple pass,55,32,43,28
1,Opponent1,Opponent1_D1,Opponent1_D2,1H,512.290179,Pass,Simple pass,43,28,41,38
1,Opponent1,Opponent1_D2,,1H,515.234796,Others on the ball,Touch,41,38,61,52
1,Opponent1,Opponent1_D2,Opponent1_M3,1H,516.923641,Pass,Simple pass,61,52,57,86
1,Opponent1,Opponent1_M3,Opponent1_F3,1H,520.306956,Pass,Smart pass,57,86,99,72
1,Opponent1,Opponent1_F3,,1H,521.958665,Pass,Cross,99,72,100,100
1,Huskies,Huskies_G1,,1H,525.38964,Save attempt,Save attempt,0,0,1,28
1,Opponent1,Opponent1_M2,,1H,560.069695,Free Kick,Corner,100,100,97,58
1,Huskies,Huskies_F2,,1H,564.346571,Others on the ball,Clearance,3,42,0,49
1,Opponent1,Opponent1_M2,,1H,601.18855,Free Kick,Corner,100,2,92,37
1,Huskies,Huskies_F2,,1H,603.683568,Others on the ball,Clearance,8,63,38,32
1,Opponent1,Opponent1_M3,Opponent1_D1,1H,605.781783,Pass,Simple pass,62,68,55,29
1,Opponent1,Opponent1_D1,Opponent1_M1,1H,607.665948,Pass,Simple pass,55,29,60,27
1,Opponent1,Opponent1_M1,Opponent1_M2,1H,609.742066,Pass,Simple pass,60,27,71,8
1,Opponent1,Opponent1_M2,Opponent1_F2,1H,611.626465,Pass,Simple pass,71,8,67,14
1,Opponent1,Opponent1_F2,Opponent1_M2,1H,614.115182,Pass,Smart pass,67,14,90,7
1,Opponent1,Opponent1_M2,,1H,617.462705,Duel,Ground attacking duel,90,7,93,7
1,Huskies,Huskies_F1,,1H,619.152379,Duel,Ground defending duel,10,93,7,93
1,Opponent1,Opponent1_M2,,1H,621.482191,Duel,Ground defending duel,93,7,94,16
1,Huskies,Huskies_M1,,1H,626.515396,Pass,High pass,6,84,47,85
1,Opponent1,Opponent1_D2,Opponent1_F2,1H,628.545296,Pass,Head pass,53,15,75,10
1,Opponent1,Opponent1_F2,,1H,630.785688,Pass,Simple pass,75,10,69,32
1,Huskies,Huskies_D2,,1H,632.296404,Duel,Ground loose ball duel,31,68,35,61
1,Opponent1,Opponent1_F1,,1H,633.122532,Duel,Ground loose ball duel,69,32,65,39
1,Huskies,Huskies_D2,Huskies_F2,1H,634.315811,Pass,Simple pass,35,61,32,72
1,Huskies,Huskies_F2,,1H,634.786425,Duel,Ground loose ball duel,32,72,26,69
1,Opponent1,Opponent1_M1,,1H,634.804605,Duel,Ground loose ball duel,68,28,74,31
1,Opponent1,Opponent1_M1,,1H,635.811991,Pass,Simple pass,74,31,71,32
1,Huskies,Huskies_D2,,1H,636.694376,Duel,Ground defending duel,29,68,20,67
1,Opponent1,Opponent1_F1,,1H,638.163835,Duel,Ground attacking duel,71,32,80,33
1,Huskies,Huskies_D1,Huskies_D3,1H,638.716336,Pass,Simple pass,20,67,22,37
1,Huskies,Huskies_D3,,1H,639.544113,Others on the ball,Touch,22,37,41,42
1,Huskies,Huskies_D3,Huskies_M3,1H,644.849345,Pass,Simple pass,41,42,44,35
1,Huskies,Huskies_M3,Huskies_M2,1H,648.45343,Pass,Simple pass,44,35,58,25
1,Huskies,Huskies_M2,Huskies_M3,1H,648.788178,Pass,Simple pass,58,25,44,45
1,Huskies,Huskies_M3,Huskies_D1,1H,654.272547,Pass,Simple pass,44,45,45,88
1,Huskies,Huskies_D1,Huskies_M1,1H,656.786591,Pass,Simple pass,45,88,46,66
1,Huskies,Huskies_M1,Huskies_D2,1H,658.984182,Pass,Simple pass,46,66,35,53
1,Huskies,Huskies_D2,Huskies_D3,1H,660.927154,Pass,Simple pass,35,53,36,26
1,Huskies,Huskies_D3,Huskies_D4,1H,662.816659,Pass,Simple pass,36,26,44,9
1,Huskies,Huskies_D4,Huskies_D3,1H,664.192536,Pass,Simple pass,44,9,29,28
1,Huskies,Huskies_D3,Huskies_D1,1H,666.398299,Pass,Simple pass,29,28,30,88
1,Huskies,Huskies_D1,Huskies_M1,1H,670.794207,Pass,Simple pass,30,88,54,98
1,Huskies,Huskies_M1,Huskies_D1,1H,672.485389,Pass,Simple pass,54,98,40,88
1,Huskies,Huskies_D1,Huskies_D2,1H,677.030895,Pass,Simple pass,40,88,39,58
1,Huskies,Huskies_D2,Huskies_D3,1H,679.627443,Pass,Simple pass,39,58,42,22
1,Huskies,Huskies_D3,Huskies_D4,1H,681.346038,Pass,Simple pass,42,22,45,7
1,Huskies,Huskies_D4,,1H,683.979176,Pass,High pass,45,7,86,29
1,Opponent1,Opponent1_G1,,1H,687.071588,Others on the ball,Touch,14,71,13,69
1,Opponent1,Opponent1_G1,Opponent1_D3,1H,694.414732,Pass,Hand pass,13,69,28,96
1,Opponent1,Opponent1_D3,Opponent1_M2,1H,698.002619,Pass,Simple pass,28,96,32,91
1,Opponent1,Opponent1_M2,Opponent1_G1,1H,699.267219,Pass,Simple pass,32,91,9,64
1,Opponent1,Opponent1_G1,,1H,701.248096,Others on the ball,Clearance,9,64,14,100
1,Huskies,Huskies_D4,,1H,716.077204,Free Kick,Throw in,88,0,88,10
1,Huskies,Huskies_M2,Huskies_D4,1H,717.476578,Pass,Simple pass,88,10,94,5
1,Huskies,Huskies_D4,Huskies_M2,1H,719.441687,Pass,Simple pass,94,5,82,5
1,Huskies,Huskies_M2,,1H,721.197109,Pass,Simple pass,82,5,88,27
1,Opponent1,Opponent1_M1,,1H,721.755055,Duel,Ground loose ball duel,12,73,16,70
1,Huskies,Huskies_F2,,1H,721.765261,Duel,Ground loose ball duel,88,27,84,30
1,Huskies,Huskies_F3,,1H,723.551302,Duel,Ground attacking duel,84,30,83,45
1,Opponent1,Opponent1_D4,,1H,724.435673,Duel,Ground defending duel,16,70,17,55
1,Huskies,Huskies_F3,,1H,725.762958,Shot,Shot,83,45,0,0
1,Opponent1,Opponent1_G1,,1H,755.184368,Free Kick,Goal kick,100,100,74,95
1,Opponent1,Opponent1_M2,,1H,761.449998,Pass,Simple pass,74,95,69,96
1,Huskies,Huskies_M3,Huskies_D3,1H,763.935874,Pass,Simple pass,31,4,26,15
1,Huskies,Huskies_D3,Huskies_D2,1H,766.375013,Pass,Simple pass,26,15,28,46
1,Huskies,Huskies_D2,Huskies_D1,1H,768.959506,Pass,Simple pass,28,46,27,75
1,Huskies,Huskies_D1,,1H,770.158252,Others on the ball,Touch,27,75,43,78
1,Huskies,Huskies_D1,,1H,773.39886,Pass,High pass,43,78,73,100
1,Opponent1,Opponent1_D2,,1H,788.511745,Free Kick,Throw in,26,0,44,13
1,Opponent1,Opponent1_F2,,1H,792.588341,Duel,Ground attacking duel,44,13,37,7
1,Opponent1,Opponent1_D1,,1H,793.183367,Pass,Head pass,37,7,56,12
1,Huskies,Huskies_D1,,1H,793.285266,Duel,Ground defending duel,56,87,44,88
1,Opponent1,Opponent1_F1,,1H,794.786709,Duel,Air duel,56,12,56,15
1,Huskies,Huskies_D2,,1H,795.154612,Duel,Air duel,44,88,44,85
1,Huskies,Huskies_D2,,1H,797.654391,Foul,Foul,44,85,44,88
1,Opponent1,Opponent1_D1,,1H,825.828045,Free Kick,Free Kick,55,9,89,47
1,Huskies,Huskies_D2,,1H,829.859085,Duel,Air duel,11,53,24,56
1,Opponent1,Opponent1_F1,,1H,829.866663,Duel,Air duel,89,47,76,44
1,Opponent1,Opponent1_M3,,1H,830.738423,Others on the ball,Touch,76,44,80,46
1,Huskies,Huskies_M1,Huskies_F2,1H,831.334785,Pass,Simple pass,20,54,23,63
1,Huskies,Huskies_F2,Huskies_F1,1H,833.172272,Pass,Head pass,23,63,31,97
1,Huskies,Huskies_F1,,1H,835.136786,Duel,Ground attacking duel,31,97,32,88
1,Opponent1,Opponent1_F2,,1H,836.817538,Duel,Ground attacking duel,68,12,67,5
1,Huskies,Huskies_F1,,1H,837.61869,Duel,Ground defending duel,32,88,33,95
1,Huskies,Huskies_F1,,1H,840.034574,Foul,Foul,33,95,32,88
1,Opponent1,Opponent1_M2,,1H,864.580428,Free Kick,Free kick cross,72,4,89,65
1,Opponent1,Opponent1_D4,,1H,868.743228,Duel,Air duel,89,65,87,65
1,Opponent1,Opponent1_D4,,1H,869.207063,Duel,Air duel,87,65,76,65
1,Opponent1,Opponent1_M3,,1H,871.508779,Shot,Shot,76,65,100,100
1,Huskies,Huskies_D1,,1H,872.877506,Pass,Simple pass,9,57,12,40
1,Opponent1,Opponent1_D4,,1H,873.327492,Others on the ball,Touch,88,60,83,67
1,Opponent1,Opponent1_M3,,1H,874.345314,Shot,Shot,83,67,100,100
1,Huskies,Huskies_D2,,1H,875.234596,Others on the ball,Touch,11,46,41,13
1,Huskies,Huskies_F3,Huskies_M2,1H,876.588559,Pass,Simple pass,41,13,37,25
1,Huskies,Huskies_M2,Huskies_F3,1H,877.617215,Pass,Simple pass,37,25,44,11
1,Huskies,Huskies_F3,,1H,879.947369,Pass,High pass,44,11,47,45
1,Opponent1,Opponent1_M3,,1H,880.624377,Pass,Head pass,53,55,67,46
1,Huskies,Huskies_D2,,1H,882.965129,Pass,Launch,33,54,61,21
1,Opponent1,Opponent1_D3,,1H,885.816023,Duel,Air duel,39,79,48,57
1,Huskies,Huskies_M2,,1H,885.8595,Duel,Air duel,61,21,52,43
1,Opponent1,Opponent1_M3,,1H,886.659943,Duel,Air duel,48,57,57,60
1,Huskies,Huskies_M3,,1H,887.049608,Duel,Air duel,52,43,43,40
1,Huskies,Huskies_D3,Huskies_F3,1H,888.407529,Pass,High pass,43,40,76,8
1,Huskies,Huskies_F3,,1H,892.350866,Offside,,76,8,0,0
1,Opponent1,Opponent1_D3,,1H,902.575637,Free Kick,Free Kick,28,88,19,61
1,Opponent1,Opponent1_G1,Opponent1_D2,1H,907.768956,Pass,Simple pass,19,61,42,16
1,Opponent1,Opponent1_D2,Opponent1_F1,1H,911.123578,Pass,High pass,42,16,85,48
1,Opponent1,Opponent1_F1,,1H,913.594924,Duel,Air duel,85,48,71,21
1,Huskies,Huskies_D2,,1H,914.299765,Duel,Air duel,15,52,29,79
1,Huskies,Huskies_D1,Huskies_F3,1H,918.981968,Pass,Simple pass,29,79,54,51
1,Huskies,Huskies_F3,,1H,921.821903,Pass,Simple pass,54,51,44,42
1,Opponent1,Opponent1_M2,,1H,922.551021,Others on the ball,Touch,56,58,67,66
1,Opponent1,Opponent1_M2,,1H,925.081182,Duel,Ground defending duel,67,66,66,77
1,Huskies,Huskies_M3,,1H,926.623721,Duel,Ground attacking duel,33,34,34,23
1,Opponent1,Opponent1_M2,,1H,928.052026,Foul,Foul,66,77,67,66
1,Huskies,Huskies_D3,,1H,937.663159,Free Kick,Free Kick,28,24,28,49
1,Huskies,Huskies_D2,Huskies_D1,1H,940.147302,Pass,Simple pass,28,49,27,80
1,Huskies,Huskies_D1,,1H,942.512279,Pass,Simple pass,27,80,67,95
1,Opponent1,Opponent1_F2,,1H,944.871191,Duel,Ground defending duel,33,5,30,7
1,Huskies,Huskies_M1,,1H,946.326274,Duel,Ground attacking duel,67,95,70,93
1,Opponent1,Opponent1_F2,,1H,947.225659,Duel,Ground attacking duel,30,7,30,16
1,Huskies,Huskies_M1,,1H,948.068611,Duel,Ground defending duel,70,93,70,84
1,Opponent1,Opponent1_F2,Opponent1_M1,1H,948.626794,Pass,Simple pass,30,16,37,33
1,Opponent1,Opponent1_M1,Opponent1_M2,1H,952.727927,Pass,Simple pass,37,33,47,54
1,Opponent1,Opponent1_M2,,1H,955.048212,Pass,High pass,47,54,71,0
1,Huskies,Huskies_D1,,1H,972.749073,Free Kick,Throw in,18,100,42,90
1,Opponent1,Opponent1_M1,Opponent1_F1,1H,974.161228,Pass,Simple pass,58,10,73,15
1,Opponent1,Opponent1_F1,,1H,976.667566,Duel,Ground attacking duel,73,15,64,27
1,Huskies,Huskies_M2,Huskies_D2,1H,977.642684,Pass,Simple pass,36,73,27,85
1,Huskies,Huskies_D2,,1H,977.711437,Duel,Ground defending duel,27,85,29,80
1,Opponent1,Opponent1_F1,Opponent1_M1,1H,978.084482,Pass,Simple pass,71,20,56,26
1,Opponent1,Opponent1_M1,Opponent1_D3,1H,978.887699,Pass,Simple pass,56,26,63,60
1,Opponent1,Opponent1_D3,Opponent1_M1,1H,983.654621,Pass,Simple pass,63,60,60,36
1,Opponent1,Opponent1_M1,Opponent1_M2,1H,987.186874,Pass,Simple pass,60,36,71,67
1,Opponent1,Opponent1_M2,Opponent1_D3,1H,989.23669,Pass,Simple pass,71,67,57,71
1,Opponent1,Opponent1_D3,Opponent1_M1,1H,991.232253,Pass,Simple pass,57,71,55,52
1,Opponent1,Opponent1_M1,Opponent1_D2,1H,995.008376,Pass,Simple pass,55,52,58,32
1,Opponent1,Opponent1_D2,Opponent1_M3,1H,997.713151,Pass,Simple pass,58,32,65,40
1,Opponent1,Opponent1_M3,Opponent1_M1,1H,999.236592,Pass,Simple pass,65,40,64,56
1,Opponent1,Opponent1_M1,Opponent1_D2,1H,1002.00926,Pass,Simple pass,64,56,75,30
1,Opponent1,Opponent1_D2,Opponent1_F2,1H,1003.705746,Pass,Simple pass,75,30,72,59
1,Opponent1,Opponent1_F2,,1H,1007.93265,Pass,Simple pass,72,59,77,71
1,Huskies,Huskies_M2,,1H,1010.176471,Duel,Ground defending duel,23,29,16,32
1,Opponent1,Opponent1_M2,,1H,1010.395054,Duel,Ground attacking duel,77,71,84,68
1,Huskies,Huskies_D3,,1H,1011.1845,Duel,Ground defending duel,16,32,23,67
1,Opponent1,Opponent1_M2,,1H,1013.016934,Duel,Ground attacking duel,77,33,78,18
1,Huskies,Huskies_M1,,1H,1014.30685,Duel,Ground defending duel,23,67,22,82
1,Opponent1,Opponent1_M2,Opponent1_M2,1H,1017.845967,Pass,Simple pass,78,18,74,8
1,Opponent1,Opponent1_M2,Opponent1_M1,1H,1018.977244,Pass,Simple pass,74,8,64,40
1,Opponent1,Opponent1_M1,Opponent1_F2,1H,1024.129555,Pass,Simple pass,64,40,69,58
1,Opponent1,Opponent1_F2,Opponent1_M1,1H,1025.488721,Pass,Simple pass,69,58,64,53
1,Opponent1,Opponent1_M1,Opponent1_D3,1H,1026.600096,Pass,Simple pass,64,53,74,83
